color_index,DEC,HIP no.,RA,mag,恆星視差
K2III,31.4373749717,22393,72.3035271169,5.57,1.132
Am...,9.64727656,28614,90.5958282143,4.12,0.17
B2V:ne,-13.048369559,20922,67.2788560985,5.61,-0.202
G8III,2.7245068353,85749,262.8388913789,5.57,0.844
B2IV/V,-38.5111445907,38010,116.8541348844,5.07,-0.112
K2III,-35.9014418651,88550,271.2099153218,5.98,1.16
G0V,25.3756975341,33277,103.8277818188,5.74,0.573
M2.5III,-65.589417438,29353,92.8124275691,5.01,1.599
B6IV,-68.6170621435,39794,121.9824707788,4.35,-0.113
K0III,-14.5740689035,45559,139.2821737888,5.83,1.049
K0III,-8.9343832862,90135,275.9149352206,4.66,0.932
A5II,-47.3171245921,42624,130.3047125478,4.74,0.137
B5V,49.2132694333,15770,50.8049787093,5.32,-0.076
F8V,33.8586128709,79607,243.6702233445,5.23,0.599
K1/K2III+..,-39.6861882082,91989,281.2381516338,5.4,0.85
K1III,-67.7706685095,84969,260.4978232139,4.76,1.194
M0IIIvar,69.3310759396,56211,172.8509186974,3.82,1.613
A4V,28.1182751993,36393,112.3351721517,5.07,0.12
A3V,3.6144660085,6061,19.4498158754,5.13,0.071
K1II/III,-40.3478901862,40326,123.5121726725,4.42,1.17
F2,-52.3115241145,35564,110.0892667881,5.5,0.483
K0IIICN...,-24.7626611462,110529,335.8785355434,5.53,0.979
F4V,43.1732421336,56148,172.6297140673,5.94,0.524
K0III,-20.8518687247,105665,321.039972379,5.38,1.176
F6V,-32.6628401269,84551,259.2651901052,5.53,0.514
B5Vn,-63.9610716062,52502,161.0288103221,4.8,-0.134
K1III + (F),-30.7286660846,89020,272.5242248723,5.53,0.979
F2V,56.3663378287,63503,195.1820828184,4.93,0.368
B1II,-49.6515524097,81733,250.417604366,5.62,-0.043
K2III:,14.1551632631,31277,98.4006846899,5.57,1.105
K3III,-37.9133317642,102916,312.753159278,5.52,1.38
A2/A3V,-33.8110390433,11477,37.0070960834,5.13,0.089
F6V,79.2311486437,25110,80.6397162417,5.08,0.506
G7III:,27.9678614472,27629,87.742124074,5.6,0.978
K2III,-25.9323445769,48559,148.5513300909,4.87,1.199
B8IV/V,-34.9685302629,37096,114.3421261438,4.53,-0.081
F5IV,-10.5233013854,83962,257.4497930005,5.43,0.465
G9III,40.3125901664,22220,71.6853277157,5.99,0.934
O6e,59.4144876281,109556,332.8774001814,5.05,0.192
K2/K3III,-28.0469832219,76259,233.6555020965,5.13,1.306
K0/K1III,-37.0433035534,87261,267.4645083691,3.19,1.192
A2V,12.0296798404,90052,275.6471604877,5.99,0.056
B8V,-52.1608218942,67973,208.8005900054,5.66,-0.072
Ap SrEu(Cr),-12.0991048524,18339,58.8171995146,5.99,0.323
A5III-IV,-3.9874790378,41375,126.6133689484,5.6,0.218
B3IVp,-44.9583890883,76371,233.9718673808,4.55,-0.175
K5III,-79.0447507012,72370,221.9654531532,3.83,1.433
K2III,-45.5776686007,38917,119.4654963803,5.14,1.263
K3III,-29.3093589754,95456,291.2668425097,5.91,1.278
G8II,-35.1405187019,29807,94.1380651492,4.37,0.978
M2II,-32.6748286594,39487,121.0674573073,5.25,1.882
B5Ia,-44.86790173,45085,137.7683289919,4.99,0.222
F9IV,31.6027256064,81693,250.3215012264,2.81,0.65
G5III-IVe,-2.500368234,5951,19.1511999644,5.42,0.888
K3III,-24.0322825969,91004,278.4728576929,5.49,1.795
B9II:,-63.0198415778,56561,173.9453531856,3.11,-0.044
A2V,50.2955022836,20070,64.5609083814,4.6,0.043
M4IIIa,23.4948014339,79349,242.9084820247,5.74,1.519
A2V,-45.4923513328,116602,354.4624779327,4.74,0.082
A4V,8.2581193333,57328,176.3209998563,4.84,0.174
M6III:var,41.8816772576,80704,247.1606156623,4.83,1.289
A1V,5.4473147965,77163,236.3478491278,5.57,0.035
A0III,66.3517933508,4572,14.6294255114,5.97,-0.008
A6m,-9.5582501889,28325,89.7679693373,5.04,0.189
K0III-IV,26.6171712929,96016,292.8400900427,5.89,0.915
K1III:,31.8012802269,11432,36.8657154363,5.55,1.114
Am,63.5136327023,45075,137.7294203282,4.67,0.381
K1III SB,28.8835096096,37629,115.8280271094,4.23,1.118
K3III,-27.0379956159,35044,108.7131727923,5.58,1.22
F8:p...,25.8461602696,60351,185.6263007873,4.78,0.515
A3Vs,9.1383547275,34002,105.8246476207,5.96,0.126
B2.5V,-43.5004110537,38846,119.2408362817,5.36,-0.166
K4III,-37.9406986965,98761,300.8894134916,4.77,1.417
Am...,11.7055909873,22157,71.5072541373,5.35,0.197
M1III,40.6601805864,59831,184.0314562653,5.69,1.586
F0III-IV,5.649819067,5346,17.0924930928,5.51,0.334
B2.5Ib,-52.1829563896,65247,200.5678565005,5.81,0.072
F0IV,0.3377534922,26762,85.2733150364,5.93,0.311
G8V,-15.9374800618,8102,26.0170121377,3.49,0.727
K3III,73.9179191972,39117,120.0489100242,5.37,1.424
F5V,-38.4370036847,13473,43.3933211746,5.93,0.437
G8III/IV,-19.3018919906,76628,234.7273305814,5.36,0.883
B5IV,24.1159584617,101868,309.6329776732,5.06,-0.133
B8V,-66.489713968,16368,52.715447179,5.81,-0.055
M4IIIa,82.4114658732,36547,112.7685993267,4.92,1.633
A3V,14.8990705894,59819,184.0007761922,5.09,0.068
B1V,34.3591189431,18081,57.9738308815,5.78,-0.036
K4III,-4.2226436489,83262,255.2650081407,4.82,1.483
G5V,-18.3111961769,64924,199.6013108493,4.74,0.709
K0III,2.4121590983,32578,101.9652052377,4.48,1.099
F0V,12.1415347883,7535,24.274652806,5.54,0.347
K1/K2III,-27.6704230384,93864,286.7350369006,3.32,1.169
G8/K0III,-44.2064606635,89507,273.972707891,5.45,0.962
B9V,-41.6684900223,50480,154.6176833244,5.97,-0.063
K1III,-37.2207864004,85048,260.7281211533,5.91,1.075
F8,33.7238777859,118281,359.8720518158,5.81,0.539
A3IV,-29.8801053942,93506,285.6529747551,2.6,0.062
G5III...,-40.575786008,38414,118.0543117719,3.71,1.012
G8III,-12.4265277656,67172,206.4846635436,5.5,0.898
M5IIvar,14.3903328136,84345,258.6619100327,2.78,1.164
F4IV,-64.0579417608,80645,246.9889348388,5.28,0.383
B7IV,-68.2961230562,81710,250.3462842613,5.89,-0.078
O9V,-42.08979111,43392,132.5875681257,6,-0.114
F8V,-68.7555437402,93574,285.8735391366,5.89,0.553
K3II-III,-0.0440110076,21139,67.9694469811,4.91,1.32
A0IIIn,50.4337936292,37701,116.0174134711,5.31,-0.001
F2Iab,-26.3482196806,41074,125.7080680156,5.88,0.379
B8/B9V,-38.9113808446,60463,185.9364325098,5.79,-0.064
M0/M1III,-20.8245385455,9326,29.9424978858,5.43,1.64
M4III,7.9777424372,35120,108.9142920298,5.78,1.537
B1.5IV,-6.5739587008,26535,84.6582207442,5.96,-0.216
F1II,-42.997823859,86228,264.3297108589,1.86,0.406
M3III,37.517394128,37946,116.6636728625,5.15,1.588
O9Ia,-42.8588613989,81305,249.0940103696,5.46,0.338
M4IIvar,36.8986131036,92791,283.6261824853,4.22,1.575
A0V,-50.2439588912,48613,148.713461602,5.71,0.006
K2III,-46.1938714885,48348,147.8321678167,5.62,1.166
B4IV,-31.9276123442,67786,208.3022458328,4.75,-0.111
G3V,-16.7421379643,110778,336.6428139667,5.55,0.618
G8III:var,51.0658182977,10366,33.4014258781,5.31,0.926
K0II/III,-19.2456860469,93537,285.7658545008,5.96,1.158
G8.5III,3.6756203129,15619,50.2783473334,5.7,0.964
Am,5.8070079819,59309,182.5142414659,5.72,0.352
M2III,5.6801373914,107151,325.564381441,5.3,1.653
B9III,9.8220822732,114389,347.5060857165,5.39,-0.068
A2V,-15.4914901958,98258,299.4876296806,5.01,0.055
B4Vnp,-62.7810162519,73129,224.183277134,5.08,-0.023
A4III,-72.5033784237,97534,297.3554428028,5.39,0.234
A1m,20.1798419271,53954,165.5823966907,4.42,0.053
B3IVe,64.8718552162,105268,319.8425835166,5.19,-0.045
F4III,-68.8202256568,113969,346.2175864101,5.53,0.395
F0:III:,27.6378565621,35941,111.1393895285,5.77,0.368
K2III,19.9910706337,98920,301.2895567396,5.09,1.058
K4II,47.6484035637,104194,316.6503907073,4.56,1.569
K0III,-48.8131087208,62012,190.6477164164,4.66,1.075
K1III,-5.2485876404,840,2.5786240588,5.84,0.973
K3III,-4.9244273719,65323,200.8287241486,5.88,1.431
G5III,35.3995014529,2942,9.3384142077,5.45,0.886
K2III,23.4624231271,9884,31.7933629325,2.01,1.151
A1V,4.8798235768,39213,120.3078772878,5.65,0.013
K2III,-31.4463941019,1288,4.0369426105,5.66,1.35
G2IIIb,24.3278215416,86731,265.8398504296,5.73,0.683
B4V,-36.5443813494,34817,108.1075958926,5.94,-0.145
K5III,-0.4612341389,74901,229.6088589846,5.88,1.507
G8/K0III,-65.4953989583,81252,248.9367444932,5.5,0.949
A2V,41.6010352599,51200,156.8668387467,6,0.166
B2.5V,-7.8229085286,30073,94.9283266159,5.27,-0.177
Ap Si,-63.1106558683,115908,352.2540860688,5.66,-0.142
A0V,73.2680713025,24732,79.5551525863,5.81,-0.023
K3III,4.6492928622,47310,144.613701137,4.68,1.31
B8V,-60.683848194,85727,262.7746376269,3.6,-0.104
A0/A1V,-38.3234414082,91875,280.9455914199,5.11,0.075
K1III,-27.1543431892,29294,92.6445019821,5.72,1.072
K0III,-17.9866045956,3419,10.8973794016,2.04,1.019
F3III-IV,73.6431881689,111532,338.9422320485,5.08,0.395
K0III,-8.1832565533,6537,21.0058542433,3.6,1.065
Am,-42.3372796739,34081,106.0116399635,5.2,0.198
K0III,2.0913027414,73620,225.7251555684,4.39,1.026
A7V...,-0.509028709,6226,19.951230204,5.87,0.635
G8III,46.8419394532,13339,42.9238751195,5.86,0.903
G5III/IV,-14.5508791007,80793,247.4455135396,5.66,0.823
B8III,24.0534154742,17847,57.2905939881,3.62,-0.07
Ap Si,-52.1886853646,44337,135.4356633992,5.23,-0.12
B3IV,-62.3169771511,45101,137.819667095,3.96,-0.18
G5II...,-4.7478673315,92175,281.7936367759,4.22,1.087
B9V,-47.338407442,45270,138.3935574137,5.92,-0.051
K0III,54.7854188786,56510,173.7704493022,5.63,1.032
G9III:,29.6452325575,48982,149.9008927872,5.75,1.059
G8III,15.3458230135,7097,22.8708726104,3.62,0.974
F3V,-59.0837120854,44143,134.8507614025,5.17,0.417
F4V:,-10.2425958526,28854,91.3626345103,5.88,0.374
K1III,56.0155397675,81437,249.5019403476,5.28,1.055
B9III,-58.5997950358,80675,247.063161689,5.67,0.008
A1V,-54.708821088,42913,131.1759432193,1.93,0.043
K0/K1III,-50.4813338798,21914,70.6934317446,5.3,0.977
B7/B8III,-51.0508591448,45631,139.524462065,5.26,-0.062
A9IV: (+F/G),-37.8564786736,5661,18.1893035472,5.95,0.281
G3V,66.8536872567,100017,304.3805324447,5.91,0.602
K1III,33.0615267036,59856,184.1255692699,4.99,1.14
A2Vn,39.6627285393,13879,44.6902920516,4.68,0.065
M3III,25.1414009746,118131,359.4396932018,4.63,1.584
B9III,-5.5070592794,103005,313.0362245167,5.55,-0.076
G8III:,-0.2523445956,95222,290.5897712399,5.81,1.093
A1V,19.9557194618,66727,205.168622223,5.73,0.017
A5m,-8.8197298611,15197,48.9584355942,4.8,0.232
F0V,27.7813508483,56601,174.0748080052,5.8,0.248
B9.5p (Si),-29.2968189031,9677,31.122660345,4.68,-0.156
F3/F5V,-37.4131440858,45448,138.9378317923,4.63,0.473
K2III,-41.1053969756,114775,348.7442504443,5.77,1.16
M1III,32.6933796392,29451,93.0838498423,5.78,1.646
K2III,-26.6823611008,68895,211.5929044361,3.25,1.091
B7II/III,-37.8031600728,72800,223.2128068607,5.02,-0.155
C,-39.5625887034,51821,158.8035446657,5.5,3.015
A2V,15.4295701868,54879,168.5600215703,3.33,-0.003
A7V,1.7800407798,116928,355.5116923795,4.49,0.2
F0IV/V,-24.7288755235,59199,182.1034041463,4.02,0.334
K0III,39.1484803079,27673,87.8724959174,3.97,1.132
B5III,52.8822527696,108758,330.4607821771,5.79,-0.106
B9Vvar,42.4370409972,81126,248.5257588911,4.2,-0.013
B8IIIp Mn,48.0234761114,16470,53.035836922,5.47,-0.101
B3IIIpe,-56.0233515029,89605,274.2813827784,5.36,-0.05
B2IV,-58.7489278454,59747,183.7863154822,2.79,-0.193
K0III,26.0069514927,48455,148.1909053451,3.88,1.222
B2IV,-45.2214240364,70574,216.5342661012,4.56,-0.147
F6V,19.1564481253,29650,93.7119863247,5.2,0.43
B1Ib,-20.2242537676,33092,103.3871140061,4.82,-0.212
K0III,31.1902063578,67384,207.1613996528,5.61,1.032
K3III,-77.4268726427,1706,5.3699204843,5.96,1.397
M5III,15.1317878567,72208,221.5247744661,5.78,1.335
K4II,-60.5264359404,38783,119.0777043901,5.74,1.554
O9.5Ib,62.279813694,109017,331.2866211935,5.07,0.24
F2V,-29.9073169815,7463,24.0354568166,5.69,0.335
A3m,-8.371731175,80628,246.9507803901,4.62,0.185
K4III,-1.392608246,39211,120.3055619411,4.69,1.475
B3Ve,47.7125127497,19343,62.1653782028,3.96,-0.025
M3IIIvar,38.8402738578,14354,46.2941391182,3.32,1.528
B9III,32.6895574221,93194,284.7359277092,3.25,-0.049
F5.5Ibv,30.4930335932,30827,97.142037319,5.75,0.779
K3III,59.9989755463,29730,93.9189210818,5.37,1.339
F7V,-20.5834971466,63738,195.9421471823,5.58,0.554
F8V...,-3.5928464918,2762,8.8119967403,5.2,0.567
A0V,-33.855784974,73049,223.9362838564,5.32,0.046
K1III,50.306705878,96014,292.8305481285,5.55,1.274
B3IV/V,-39.6556567018,34495,107.2127835377,4.83,-0.179
F6V,61.5801838845,5021,16.0810457268,5.83,0.569
B3IV,14.7684717008,29038,91.8930201823,4.42,-0.164
M3Ib,-42.1948603482,45924,140.462447021,5.56,1.637
F0V,-12.537415691,23231,74.9822383584,4.78,0.267
G8/K0II,-21.3598450887,92747,283.5003819018,5.68,1.206
B9p SiCr,29.6565364222,40240,123.2869480999,5.62,-0.073
G8III...,44.3861646068,7719,24.8375096918,5.01,0.883
K0III,-66.3170375441,76440,234.1800937411,4.11,1.161
F7IV-V,-37.0634368931,93825,286.6046268218,4.23,0.523
A3IV,-57.9835530504,47479,145.1773100335,5.3,0.195
M3III,19.3295808231,103675,315.115363995,5.69,1.588
F5V,-19.6953992864,25397,81.4992714448,5.78,0.441
B5IV,-4.1938361021,28949,91.6614013322,5.37,-0.122
K5III,-44.7135089568,9459,30.4265677756,5.15,1.471
K2III...,12.8082643128,28302,89.7218185841,5.7,0.874
A2pvar,24.5671676808,61071,187.7523351267,5.47,0.056
B2V,19.7496140275,27965,88.7361949672,5.92,-0.145
K1IV,-4.7512518731,88684,271.5633212399,5.74,0.968
G8II,-43.1909444701,47267,144.5060559199,5.51,0.985
B9.5V,19.7905428208,29433,93.0055840429,5.76,-0.071
B1Ve,39.6343306899,111546,338.9678554232,5.73,-0.16
A2Ia,45.2803379974,102098,310.3579780887,1.25,0.092
A2V,-0.4927643239,34769,107.9660843253,4.15,-0.005
F3IV,-49.4155866462,86486,265.0992742757,4.76,0.415
B0Ib,36.6673860724,105811,321.4459383385,5.93,0.033
K5III,-13.5926318656,112716,342.3979261525,4.05,1.57
F6V,-59.9083381742,76716,234.9856004172,5.95,0.505
B9.5IV,-29.7245666972,85442,261.9064653795,5.98,0.01
B9IV,65.0188537672,5589,17.9225073926,5.57,-0.072
B0.5IV,-63.099091662,60718,186.6495658423,0.77,-0.243
G8Iab:,28.7598982671,43103,131.6742521855,4.03,1.007
K5III,-32.4994035992,57047,175.4331189745,5.2,1.475
A2V,29.1642947632,74596,228.6214933584,5.28,0.062
G4III,-79.1093818558,11757,37.9189341517,5.27,0.981
K4/K5III,-68.433919748,95999,292.7957094776,5.98,1.638
K3Ib,-44.2657345936,45505,139.095980499,5.12,1.636
A2Vs,5.5686160646,21295,68.5344454824,5.67,0.055
K5III,19.4921477519,98337,299.6892811269,3.51,1.571
A5V,47.0245462505,3414,10.8669572737,4.95,0.17
K2III,-47.747309364,56700,174.3916278613,5.46,1.23
K0III,-4.3518407044,3193,10.1765508693,5.9,1.091
O5/6(e),-32.5816618033,86011,263.677055595,5.69,0.045
M3III,67.6296189745,44390,135.6362169117,4.74,1.542
G6V,-7.1944211765,110532,335.8839637965,5.92,0.998
K0II/III,-18.2374777168,31700,99.4725904645,4.42,1.137
A3V,33.0913821492,17886,57.3862075448,5.14,0.057
A7V,-51.2329708198,50070,153.345185996,5.27,0.257
K1III,-59.5643924476,51912,159.0854931771,5.08,1.172
G8III:,-9.8526949682,52948,162.4312026867,5.85,1.074
A0V,-37.2307666299,25608,82.0638983968,5.56,0.026
K3III,-46.547327604,112381,341.4199274938,5.52,1.302
K0III,-56.8527658757,30932,97.3687459488,5.2,1.087
B9V,-26.9435087126,24505,78.8515521344,5.06,-0.067
M1III,-54.3993649469,36496,112.6288314658,5.95,1.585
G4Ibp...,-22.4113324911,105881,321.666775258,3.77,1.002
M2III,24.6132974769,66417,204.2461792035,5.72,1.593
K2III,25.2706165633,102388,311.2187722312,4.92,1.183
Ap,-70.6272481375,65522,201.4595883951,5.65,-0.018
G2Ibvar,58.4151985284,110991,337.2927761805,4.07,0.778
B2III...,-4.8383578285,26237,83.8465174044,4.58,-0.183
F3IV-V,39.7085843672,80008,244.9797614888,5.48,0.41
B7IV,-13.8586963567,12770,41.030624584,4.24,-0.122
M0III,11.5560960479,64445,198.1371722608,5.76,1.499
A1IIIsh,83.4129008359,62572,192.3069055462,5.38,0.033
F5V,64.3972869582,89348,273.4743048266,4.99,0.44
G8III,-41.6272250703,109973,334.1106582376,5.11,0.93
A0V,49.6820623913,64906,199.5604599187,5.14,-0.049
K2III,26.9476488231,73745,226.1114238417,4.52,1.24
F7V,-16.5333505005,78400,240.0816314028,5.47,0.517
F5II,30.3685550544,101076,307.3488983534,4.01,0.404
K2III,-54.7270416173,104085,316.3093746199,5.17,1.201
B9.5V,-14.0434296935,33345,104.0276906408,5,1.182
B2IV-V,-44.6896220671,75264,230.6702954182,3.37,-0.191
K1III,3.5379025408,66936,205.7654677865,5.35,1.091
A4V,20.5237168222,54872,168.5270889804,2.56,0.128
K2III,26.6736893051,109023,331.2972250432,5.75,1.249
K3III,-22.5267849084,9061,29.167491541,4.92,1.434
B8Ib,0.8902163768,31446,98.8159478923,5.78,0.004
B9.5III,-8.5895239831,44883,137.1757480877,5.6,-0.057
B5III,-38.848814641,42001,128.4101294866,5.92,-0.114
A0V,-23.1503458182,82925,254.2001531266,5.57,-0.018
K1III,-40.496702836,94005,287.0873743491,4.57,1.07
K3II,10.6132612039,97278,296.5649145433,2.72,1.507
K0III,57.1691762187,32489,101.706289305,5.34,0.964
B9IV: HgMn,-16.2054682148,24305,78.2329201711,3.29,-0.11
B9p Si,2.4094326925,69389,213.065851361,4.99,-0.118
K0/K1III,-51.0186036543,93624,285.9898298224,5.93,1.236
A5V,49.0159726319,66234,203.6135806581,4.68,0.132
A5V,-43.4252162178,88726,271.7078839994,4.92,0.255
G1IV/V,-16.179072414,67057,206.1242787785,5.55,0.805
B2IVne,-50.722425594,59196,182.0895825696,2.58,-0.128
G5III,49.9245399264,28343,89.8407483866,5.9,1.194
A0IV,-37.8852947939,70090,215.1392984552,4.05,-0.03
B8III,0.1771207046,35712,110.5144943167,5.99,-0.069
B5IV,-57.7121665469,83535,256.1030050125,5.73,-0.097
B5V...,47.8639837569,3478,11.1091320286,5.66,-0.113
G8II,-8.2752148442,91845,280.880219801,4.88,1.112
B7/B8V,-29.4916376315,70753,217.0434444438,4.97,-0.074
M0III,42.0780442698,115191,349.968411313,5.81,1.512
S5.3 SB:,63.2168059169,17296,55.5388541863,5.06,1.651
F7V,-20.7082157599,111449,338.6734871624,5.21,0.446
K2III,-8.8239214522,1562,4.8569773046,3.56,1.214
K0III,-33.0110878401,79596,243.5931887839,5.91,1.021
F6IV-V,25.7829374289,10540,33.9418753387,5.79,0.439
M2III,33.7990517612,80197,245.5892722953,5.2,1.631
M6.5III,-76.7967522246,68815,211.332825247,5.69,1.239
G9III:,69.2375373588,47594,145.5617647866,5.72,1.131
G5V,-74.753045168,29271,92.5603065593,5.08,0.714
O9III,-5.9099013469,26241,83.8582602968,2.75,-0.21
K4III,40.4592539112,72012,220.9351428543,5.72,1.398
G9III,52.2290465273,110538,335.890097911,4.42,1.015
K2IIIvar,-66.1368902289,41312,126.4341440932,3.77,1.132
K0III-IV,35.6573819807,77655,237.8080481695,4.79,0.996
A2V,3.7668950986,26126,83.5698872087,5.32,0.051
B5V,0.4671665746,22840,73.711284299,5.98,-0.116
B8V,-37.5660440561,80390,246.1323125769,5.42,-0.104
A1m...,-24.7190814637,96406,294.0068889285,5.64,0.185
K2III,17.0860459104,36616,112.9516539297,5.45,1.126
M2Ia,58.78004608,107259,325.8769201817,4.23,2.242
A0Ia,57.1406203589,15192,48.9498770747,5.79,0.644
B9V,70.622525705,8016,25.7327650258,5.18,-0.022
A3III,25.5376028793,84821,260.0409794586,5.36,0.063
B7III,-14.9547601147,101923,309.8179909807,5.24,-0.129
A5III,59.3326920638,114365,347.4339110871,5.68,0.315
K1IIIvar,6.835801999,47205,144.3027801165,5,1.051
K3III,9.7157667,46774,142.9899055279,5.07,1.364
K1IV,-10.0645286608,76219,233.544586626,4.61,1
A3V,-20.0790581687,40944,125.3384283434,5.58,0.771
B2V:nn,-23.8407219299,34360,106.8441144239,5.75,-0.117
A8IV,51.5451228162,111674,339.3434069559,4.64,0.254
B2IIIne,-50.6612783309,59173,182.0217706366,4.46,-0.163
K1III,80.552261808,102599,311.8894038849,5.36,1.144
M0III,-46.5951191097,92630,283.113460849,5.51,1.641
A4III,60.3262146064,2876,9.1139397243,5.78,0.294
G6III-IV,-42.7106756933,92953,284.0706297693,5.35,0.998
K1III,29.2471181827,13061,41.9772528693,4.52,1.112
A3V,-51.0665140817,27321,86.821198525,3.85,0.171
F8V,15.0345542332,11843,38.2255855614,6,0.572
K0III,-44.5160481079,101477,308.4794676647,5.12,0.999
M0III,54.4286585204,26344,84.1467402573,5.74,1.671
A2Vnn,42.9539103449,109831,333.684878801,5.72,0.014
M2III,43.2077359913,54537,167.4104196344,5.89,1.564
B9Vn,-52.811529977,67703,208.0202580654,5.26,-0.084
F1III-IV,10.1141459004,12828,41.2355930728,4.27,0.311
G5Ib,-57.6227171521,66575,204.7039638586,6,1.138
G8III,15.6276423168,20205,64.9483489053,3.65,0.981
K5III,37.2777856904,9001,28.9770023642,5.89,1.599
B7III-IV,-3.0275038232,145,0.4560351217,5.13,-0.128
K0III,-22.5111180126,15382,49.5920981094,4.86,0.904
G8III...,37.2518296167,9021,29.0390162192,5.69,1.06
K3III,62.8043877393,110103,334.5527057748,5.75,1.256
F8V,13.622244905,93203,284.7739188927,5.27,0.573
G7III,-6.0571903725,24294,78.2005376647,5.9,0.96
O5IAf,-40.0031476995,39429,120.8960278178,2.21,-0.269
B9V,-9.5695710682,1191,3.7271447743,5.77,-0.084
B2Ve,21.7048207933,23883,76.980983048,5.84,0.168
F5V,-2.49078242,24162,77.8299032503,5.89,0.462
B1.5III,-57.9732201844,40932,125.3004107995,5.96,-0.092
K2III,-83.6678844542,70638,216.7301421508,4.31,1.3
K4III,9.1855447035,40526,124.1288357824,3.53,1.481
F8V SB,17.3835340143,25278,81.1060974691,5,0.544
B0.5Ia,-55.8006882592,65129,200.2014130086,6,0.236
B1V...,8.4285562012,25041,80.4315011344,5.78,-0.114
K0III,-82.1698044782,118114,359.3869792145,5.72,1.055
F2V,-4.4562072882,23941,77.1820803474,5.11,0.455
K5III,11.2033729679,105224,319.7167740606,5.97,1.612
K0III,-35.8436365525,13225,42.5615997575,5.92,0.899
G2Ib,-0.3198506954,109074,331.4459821976,2.95,0.969
A6V,39.779733551,111259,338.1099087095,5.88,0.166
K2III:,8.9331573476,48734,149.1082347895,5.85,1.129
