color_index,DEC,HIP no.,RA,mag,恆星視差
K0III,-21.5982299021,110391,335.3982014361,5.12,1.057
B8IIIMNp,10.6681910017,44798,136.9367178335,5.23,-0.092
B8III,-31.9085714011,97260,296.5050705862,5.51,0.024
K0IV,-48.9570225025,64623,198.6802774733,5.84,1.061
G8III,8.7329854352,58948,181.3022482189,4.12,0.967
K1V,-5.6262098308,17027,54.7546574454,5.97,0.921
A2Iavar,61.1208059092,107418,326.3621898397,4.25,0.474
G7III,15.9621807272,20885,67.1437328862,3.84,0.952
A5V,-5.7448035064,85922,263.3743535928,5.61,0.187
M2III,-8.7029842772,66803,205.4032358648,5.03,1.623
F0m,19.2268997957,70602,216.6140183563,5.4,0.231
K3III,-6.2747761269,29651,93.7138868286,3.99,1.319
K3III,-28.1350794483,76470,234.2560409323,3.6,1.361
K3IIIvar,27.4920823566,68103,209.1424213097,5.02,1.441
K5III,-57.6964985231,57512,176.8297550164,5.42,1.664
F8Ia,-26.3931996662,34444,107.0978510682,1.83,0.671
K1III,3.3125741193,60172,185.0874203189,4.97,1.172
F8V,-0.9458826083,30545,96.3189414203,5.88,0.564
K3III:,-9.040066774,110009,334.2190245655,5.8,1.158
B9III,31.1431479106,25291,81.1604972893,5.94,0.034
A1V,-49.5190180803,70931,217.5872798015,5.38,0.056
A1V,28.4074987794,85790,262.9565805942,5.66,-0.001
K4III,25.008138335,73568,225.5271181398,4.8,1.506
F6V,-61.691855881,66438,204.3016047657,5.63,0.493
A6V,33.9081446629,50860,155.7763656186,5.89,0.147
B9.5Vn,-9.8022468258,56633,174.1704724334,4.7,-0.073
A4Vn,26.3255773961,52422,160.7578414832,5.51,0.16
G8III,-2.1292050317,53273,163.4321344632,5.45,0.966
G9III,48.7406846641,22545,72.7888572179,5.64,1.013
A7Vvar,55.1499006393,5542,17.7756750772,4.34,0.17
K3III,-52.4096912947,32402,101.4738244852,5.81,1.551
A4IVs,9.5638471896,88771,271.8374342675,3.71,0.159
K2/K3III,-33.0543662053,40945,125.3459436522,4.83,1.419
K2III,1.2852532421,107144,325.5421327404,5.66,1.446
M2IIIvar,-7.5795992765,112961,343.1536497581,3.73,1.626
A0V,-39.8695051732,61498,189.0042982314,5.78,0.003
K0III,-10.9262677571,86313,264.5396016938,5.74,1.228
B2/3V(n),-14.4927710811,36981,114.0162239993,5.66,-0.067
A5IV-III,-40.0346382328,96234,293.5353566347,5.89,0.105
Ap Si,-36.1348582965,71783,220.2557946104,5.67,-0.081
F6V+...,48.7208037806,72524,222.4220561365,5.68,0.501
B9.5III,15.2052644155,113963,346.1902240944,2.49,-0.002
K1III,20.7477210509,40866,125.0873873483,5.8,1.137
K0III,-68.3073157369,60329,185.5501270396,5.73,1.038
B8III,-70.0379033391,50099,153.4342411335,3.29,-0.074
F0V+...,-1.449374872,61941,190.4151762639,2.74,0.368
F6V,28.7426323093,107310,326.0357404037,4.49,0.512
G8III,-23.1715123314,64962,199.7304032644,2.99,0.92
A2IV,-19.6704596912,76106,233.152922164,5.5,0.197
G2II,-55.6032685743,52154,159.8266376822,4.29,1.025
F3/F5V,-23.2497226453,17651,56.7120314298,4.22,0.434
F5IV,-40.2693617367,104680,318.0571333776,5.83,0.45
K3III,-8.658602534,46390,141.8968469752,1.99,1.44
B3V,-26.963837916,35611,110.2288158568,6,-0.172
B2II,-24.6740791482,37751,116.1423746987,5.62,-0.191
B1Ib,25.9539118624,28237,89.4985660059,4.81,-0.088
F9IVw,25.0916769265,69226,212.5997234383,4.82,0.541
K2III,-37.7374455521,29842,94.2551292392,5.54,1.129
F5V,-11.8721559543,12390,39.8909760685,4.83,0.447
B9/B9.5V,-30.6070650794,51376,157.3974105916,5.57,-0.041
M3III,1.8546620982,61658,189.5933569252,5.68,1.592
A1V,4.2197888331,81641,250.1611954495,5.77,-0.004
K5III,77.995782468,31940,100.1203217195,5.75,1.488
G5II,-23.3967591711,61359,188.5968109175,2.65,0.893
F0IV,-54.99257552,108431,329.4794779507,4.4,0.297
K2/K3III,-27.4297729539,68581,210.59492286,5.47,1.331
B8II-IIIMNp,-8.1187707947,86284,264.4613036346,4.58,0.132
B8Ib,64.3900181504,9573,30.7507803093,5.59,0.325
A7V,21.96140834,12332,39.7041438953,5.45,0.168
K4/K5III,-13.321035821,31599,99.1941629548,5.95,1.562
K5III,-36.9455645381,86698,265.712909497,5.53,1.553
F0V,13.7244022736,21036,67.6556810253,5.4,0.263
A0V,3.6247786215,37478,115.3964807721,5.95,-0.032
Ap Si,-41.3098283726,39360,120.6866007194,5.52,-0.152
K0IV,-66.9493599383,98478,300.0962543381,5.75,1.033
B1npe,-73.3895909006,76013,232.878422521,5.4,-0.146
K0III SB,-45.2467113198,114421,347.5897402232,3.88,0.998
K0/K1III/IV,-34.8952075645,24659,79.3712083374,4.81,0.987
K5III,43.1881306355,41075,125.7087900334,4.25,1.55
K1III,57.8148509592,92997,284.1877105916,5.67,1.155
K3III...,2.8612654669,24331,78.3228391324,4.46,1.166
F3V,-35.6642483125,67819,208.3865043183,5.53,0.444
B8/B9III,-17.4670645248,16803,54.0725524174,5.24,-0.117
B7Ib/II,-36.6695556615,90074,275.7211531189,5.33,-0.121
A1Vn,19.188417419,4267,13.6467784275,5.8,-0.016
G8III+...,-53.2119196053,41861,128.0206546397,5.68,0.582
K3III,-37.1901552804,57165,175.8632802078,5.98,1.449
F0V,32.2253297312,106003,322.0343802546,5.75,0.333
K2II+...,46.7413287151,99675,303.4079427163,3.8,1.27
K3III,55.6281901267,57477,176.7317603821,5.27,1.276
K0II-III,20.5420638272,59501,183.0387097766,5.6,0.961
M1III,-58.8168538392,52127,159.7484106274,5.96,1.692
K0IV,61.8387819664,102422,311.3223959405,3.41,0.912
K0III,-13.0602433246,116591,354.4148327242,5.66,1.025
G8III,-33.7797222729,102831,312.4920087788,4.89,1.004
K3III,-67.9164427095,33682,104.9605668561,5.18,1.396
B2IV-V,-58.5035946914,82110,251.588437472,5.74,-0.101
A3V,26.0973395662,88817,271.9562597631,5.79,0.127
K2III,-47.0977370203,44511,136.0386684534,3.75,1.174
M1III,17.2391296499,25583,82.0067110469,5.77,1.634
K2III,57.7051016504,94490,288.479775088,5,1.156
A5IIvar,33.9580537056,24879,80.0038377486,5.05,0.287
M1II,-8.9985025726,32558,101.9050879699,5.08,1.795
K0III,8.4614527144,97938,298.5620066043,4.71,1.023
F0II,61.0748226256,4962,15.9041904611,5.92,0.512
F6V,-0.5121893932,29716,93.8927711997,5.62,0.506
Am,-61.2729718041,70035,214.9645979937,5.22,0.281
A2IV,39.283373164,15334,49.4406420057,5.97,0.056
A1Vs,30.1742149853,107763,327.4612278795,5.07,0.01
A0V,21.2011736121,101867,309.6305787192,4.81,-0.03
K2III,-50.3206823826,67304,206.9105864783,5.46,1.351
A1V,-48.6924873982,59184,182.0613017517,5.34,-0.01
F7V,12.1728878788,112447,341.6732524448,4.2,0.502
G9III:,32.5158069184,77048,235.9970854772,5.57,1.076
K4III,-16.7164841833,75730,232.0642007998,5.64,1.545
A7III,29.7515566908,2355,7.5306876098,5.2,0.271
A1V,-28.0806705254,54477,167.1833306288,5.43,0.069
G8III,-41.837494966,69598,213.6777545601,5.61,0.929
F8V,-7.5511682301,36399,112.3568329233,5.86,0.487
A3V,26.7657828196,38538,118.3742261298,4.97,0.098
A0IV,-82.2146700751,49065,150.1824513359,5.53,0.035
A2/A3V,-22.3737152867,26865,85.5581594795,5.88,0.08
A2IV,29.974473349,47701,145.8885832354,5.64,0.111
A4IV,-1.126995584,33184,103.6027715687,5.44,0.167
K1III,55.9027767306,112731,342.4429807658,5.43,1.167
K:...,-24.2869015809,84626,259.5028278368,5.14,1.046
A3V...,16.5403831419,35350,109.5232447599,3.58,0.106
F0V,-22.0061352303,3505,11.1849822641,5.22,0.35
B5Ib,-54.5677904215,48774,149.2155901525,3.52,-0.067
M2III,87.0200910768,37391,115.1270474532,5.05,1.604
G8III,-36.2002501423,17874,57.363521497,4.17,0.927
A0V,11.3413536442,24555,79.0172256292,5.52,-0.012
K2II/III,-75.3670189478,59151,181.9578123832,5.17,1.278
B8V,-47.3720213052,79653,243.8138153548,5.13,-0.114
B5III,-1.286600904,96468,294.1803235149,4.36,-0.079
K0III...,-50.614559782,32768,102.4840346065,2.94,1.207
M2III,10.3315362183,117020,355.8431642001,5.09,1.692
M2IIIa,38.7224193843,97630,297.6416495992,5.18,1.665
F8V,-2.3936372247,10305,33.198090789,5.65,0.546
B8V,40.9556477,14576,47.0422148519,2.09,-0.003
B2II,-28.972083744,33579,104.6564518168,1.5,-0.211
K1III,-24.0058440519,4104,13.1692699071,5.47,1.275
F2V,3.9932756754,88964,272.3912223041,5.71,0.363
F1IV,24.2741355669,105652,320.9951142312,5.7,0.314
B9V,-61.3280600216,47391,144.8374938631,4.51,-0.07
M1III,27.897418785,35152,108.9881920652,5.75,1.605
F6IV,12.9594439609,69536,213.5215822632,5.53,0.537
A5m,54.0994892332,63143,194.0731849639,5.84,0.204
A1V,5.5001277739,92027,281.3681874655,5.82,0.041
A4m,15.7998456387,21673,69.7884039021,5.08,0.141
A3mA6-A9,25.1311241746,32246,100.9830249598,3.06,1.377
B9p Cr,14.033269574,80463,246.3539719248,4.57,0.002
M2III,-5.7220653569,33878,105.4849353649,5.22,1.687
A7III,-30.3345696758,38901,119.4171095314,4.76,0.151
G8/K0II,-26.1935695254,74539,228.4721359708,5.84,1.139
A9V,-41.9935732568,19515,62.710788665,4.93,0.334
A8V,35.3640795837,45661,139.6079560802,5.94,0.177
B0.5III,-59.6887636195,62434,191.9302630524,1.25,-0.238
K3III,40.0079594728,87563,268.3251158299,5.17,1.166
G8/K0III,-29.5363090287,112862,342.8372471662,5.99,0.907
A5,-65.4422913313,77390,236.9710672682,5.54,0.231
G5IV,20.5654409067,87158,267.1032005877,5.69,0.938
G8III:,23.9485621457,23068,74.4526967713,5.79,1.109
A7IV-V,22.293873695,20635,66.3423553635,4.21,0.136
G4III,-54.6304675289,79509,243.3697039296,4.95,1.017
F2V,3.290378845,36723,113.2986082042,5.59,0.321
K2III,-27.7997366618,930,2.8934169668,5.41,1.346
B8V,10.1653590983,82673,253.5019647042,4.39,-0.088
A0V,-36.7798794458,31457,98.8509091423,5.59,-0.13
K1/K2III,-21.776692909,95564,291.5798182729,5.57,1.228
A5V,14.2108223683,41578,127.1555808945,5.94,0.201
K3II,-55.0293047248,50555,154.9031256109,4.59,1.6
B2Vne,37.4764486332,100574,305.9348709891,5.87,-0.173
B5II/III,-19.0166000685,35727,110.5563708824,4.94,-0.039
A1V,-23.6024225566,59394,182.7659976184,5.45,0.055
K3III,-12.4753721495,42509,130.0061318322,4.98,1.415
G3IIp...,84.9110397766,16489,53.0838547716,5.62,0.894
B9.5V,-33.0257815322,107380,326.2367080577,4.35,-0.053
B9p Si,27.5999032247,19171,61.651718995,5.18,-0.124
B8IV/V,-11.616514179,113031,343.3696035362,5.8,-0.082
B9p Si,50.1514656537,10944,35.2425343993,5.57,-0.089
G6/G8III,-32.6292159742,26649,84.9576685143,5.44,0.913
K2IIICNII,-26.5896155929,46578,142.4771004518,5.49,1.345
K2/K3III,-32.4635476124,39380,120.7673368567,5.83,1.225
M0III,-9.1675366071,32064,100.4849455355,5.21,1.525
M3III,12.6546121485,41400,126.6830811802,5.56,1.608
F0IV,62.8743373596,84183,258.1357489134,5.54,0.216
G8III,-72.1852118511,63165,194.1320402271,5.93,1.115
B2.5V,22.6100462912,97679,297.7671182885,4.9,-0.153
K3III,-28.3239568082,62131,191.0022114065,5.46,1.346
B3V,15.8381987814,101909,309.7706966133,5.99,-0.145
A2/A3,-24.7729815329,25045,80.4427269498,5.06,0.662
A1p...,10.0816702926,42917,131.1876524695,5.63,-0.069
B0V,-28.2160162475,81266,248.970640536,2.82,-0.206
A1Vn,15.8266617164,36760,113.4020051292,5.27,0.055
A3m+...,-48.2256201493,51986,159.3255901494,3.84,0.3
K1IV,23.6283351649,4288,13.7421131758,5.46,1.012
G8/K0III,-64.6006176241,41321,126.4649851508,5.95,0.971
G8III,39.1810711193,27483,87.2934921468,4.51,0.949
K3III,81.1940878374,23265,75.0863362381,5.09,1.304
K3III,55.798001035,105080,319.3093625862,6,1.447
A6IV,16.1940144557,21029,67.640136942,4.78,0.17
A5III,15.322762138,43970,134.3122915882,5.22,0.149
K1III,-15.4001829546,7450,23.9957032134,5.41,1.226
A1III,-46.0415274847,43023,131.506851816,3.87,0.015
B9V,-42.6742027704,56000,172.1461655132,5.14,-0.028
F7V,-13.2019429167,56802,174.6667363749,5.48,0.52
G5V,22.0089053527,19076,61.3344089249,5.9,0.62
A1V,17.6970135821,87044,266.7835257028,5.61,0.036
K4III,9.9883353147,31448,98.8233195491,5.93,1.508
F2III/IV,-38.2531470026,93552,285.8237345462,5.73,0.328
B8:IV,-37.2529204108,29034,91.8818032082,5,-0.095
K0III,40.3769065969,113084,343.5291047,5.82,1.136
K3II,-46.145581505,61916,190.3457718358,5.84,1.475
G9III,22.495767695,66763,205.2597817524,5.63,1.009
G5III,-61.7752892889,5268,16.8277652124,5.36,0.884
B9V,62.2574722322,100221,304.9029943862,5.71,-0.043
B9III,8.4600535542,11484,37.0397603783,4.3,-0.053
K4.5III,-42.5673479672,76552,234.5133557574,4.34,1.412
B4V,-80.1089453437,70248,215.5965001106,5.06,-0.108
B2.5IV,-35.2763054585,98412,299.934077573,4.37,-0.15
A4IV/V,-24.5085750657,95477,291.3187141773,5.02,0.235
G0III+...,0.1961084554,90441,276.8021184233,5.2,0.487
M5III,-78.695745024,80047,245.08668995,4.68,1.68
K2III,-80.2327081528,90606,277.3330860545,5.95,1.173
M3IIIvar,-7.7805321039,1158,3.615117526,5.13,1.601
B9III,53.5631005269,104516,317.5648948781,5.75,-0.111
G2IV,-77.2542455873,2021,6.4378001696,2.82,0.618
Am,-69.1639570232,98332,299.6720473648,5.74,0.224
A3IV,-42.2258586525,53773,165.0385998031,4.37,0.116
B1IV:nne,-25.9371685817,38070,117.0215344374,4.4,-0.07
B5IV,5.7894979842,110298,335.1149035965,5.37,-0.037
K0III,-61.64890244,46101,141.022894863,5.99,1.06
A3V,78.8242846599,111056,337.4707442351,5.45,0.093
A5Vn,8.7201155757,114520,347.9341231713,5.15,0.139
K3III,18.8915229921,52686,161.6022713541,5.5,1.134
B9V,-48.7378187132,74376,227.9836486232,3.88,-0.029
F7V,51.2366197752,96258,293.5824590777,5.71,0.475
B2.5IV,-35.2832796821,28199,89.3842082396,4.36,-0.165
K1III,-16.2719573679,113148,343.6894538226,5.53,1.111
A0V,-16.9757806786,25280,81.1187072863,5.64,-0.001
K4III,31.3252771162,116310,353.4882817019,4.97,1.383
K1IIIb,-25.4217001081,90496,276.9926689605,2.82,1.025
K1III,-12.5449057177,102891,312.6740731647,5.87,1.075
F0IV,-46.75930492,34834,108.1401061219,4.49,0.324
F6IV-Vs,76.9628806989,87234,267.3626392553,5.02,0.518
B0.5Ib,-48.102933924,38518,118.3256607856,4.22,-0.13
A2m...,-85.7860433892,66753,205.2311644268,5.56,0.183
G5V,13.7787873075,65721,202.1075390508,4.97,0.714
K2III,68.6799725517,19129,61.5132585145,5.88,1.543
K1IIIpe+...,6.6608829175,14915,48.1098548632,5.55,1.011
B2III,-43.1339600802,73273,224.6330284885,2.68,-0.184
F6V,20.546307744,92043,281.4155225901,4.19,0.483
K0III,-68.7765213125,102773,312.3257127393,5.41,1.122
K1II,24.2671779916,3693,11.8346891868,4.08,1.1
B3III,-56.0432203884,50676,155.2283168319,4.5,-0.102
K0III,22.0454455786,44946,137.3397234913,5.16,0.97
K0III,-35.1393761012,26019,83.2807822826,5.75,1.085
B4IV,46.4988779034,20354,65.3881950164,4.8,-0.022
K4III,-8.9702576297,21297,68.5490429922,5.24,1.465
A9/F0V,-14.3997093882,107232,325.7683250498,5.88,0.255
B6/B7V,-34.7322972587,18213,58.412278641,5.11,-0.133
K0III,-72.6060981166,37504,115.4552548695,3.93,1.033
A3V,41.0292604058,25143,80.7096452079,5.54,0.127
G0V,34.224231109,10644,34.2634586889,4.84,0.607
A3V,14.1153483026,77336,236.8221630426,5.71,0.094
K1III,-47.3594761879,17534,56.3161524246,5.72,0.961
F5IVs,-5.42825693,38474,118.1994106295,5.76,0.412
M5III,22.616186821,63950,196.5941791797,5.53,1.461
G8III,39.4586640697,3231,10.2799355025,5.3,0.891
M1III,-51.4025846972,33779,105.2145206685,5.14,1.652
K2III,34.6045920286,109654,333.1992698112,5.34,1.134
O9.5Vvar,34.3123169286,24575,79.0756234823,5.99,0.199
K1III,40.1505479433,65072,200.078964432,5.6,1.204
G8III,25.7719285943,97077,295.9288548787,5.5,0.939
B7V,30.9356135844,1630,5.1016765099,5.89,-0.098
K5III,11.6260232114,43851,133.9814506621,5.44,1.462
K0III,-23.1530176928,72210,221.5282033036,5.8,0.98
A0/A1V,-14.853614486,90991,278.4125855275,5.74,0.043
B+...,-30.9489805517,32385,101.3799527961,5.62,-0.138
B9Ia,59.9403301135,16228,52.2672228611,4.21,0.419
B2IV-V,-1.1287873428,26736,85.2113112726,4.95,-0.197
B3IV,-64.3834743429,52736,161.7134127486,4.87,-0.149
A0p Si,37.2125851767,28380,89.9302874261,2.65,-0.083
A1V,27.6085932405,105966,321.9169061451,5.39,0.049
K0III-IV,36.4909441729,79119,242.2429125829,4.73,1.015
M4III,-27.7098448415,98688,300.6645022921,4.43,1.64
B8Vvar,8.2893154751,36188,111.7876777114,2.89,-0.097
B6IV,-9.1834160585,76243,233.6104727177,5.16,-0.09
M3IIIa+...,22.2188792753,88657,271.507917972,4.96,1.656
F8V,1.7647179311,57757,177.673827329,3.59,0.518
B9IV,12.6513236699,27511,87.3872105789,4.89,-0.068
F7p,-46.6443513935,40155,122.9998673476,5.77,0.626
K5III,33.7034784507,80214,245.6217444391,5.4,1.523
G0V,49.6132775247,14632,47.2667487132,4.05,0.595
G8IIIvar,16.4628025086,96516,294.3224737341,5.67,1.007
B6V,-52.7478249769,65112,200.1576035303,5.47,-0.125
A2V,51.5066705241,39847,122.1143632603,4.78,0.048
G8III,-39.1317916288,110936,337.1633745373,5.47,0.959
G0V,41.3574797501,61317,188.4356025248,4.24,0.588
K2V,-13.4552500001,115125,345.3184800001,5.19,0.895
B6III,-23.1737512043,92931,284.0027989154,5.91,-0.021
B2V,-27.926371956,79404,243.0758538483,4.58,-0.172
B3V,-7.9395179297,94385,288.1696297523,5.35,0.094
F2III,24.9380431324,98636,300.5059656215,5.23,0.374
B1V,-46.6084900471,38020,116.8812783992,5.22,-0.151
G2V,33.3035093049,78459,240.2610898843,5.39,0.612
F5V,46.9620699918,24109,77.6788328432,5.67,0.452
A5Vn,40.8833925112,35341,109.5092223089,5.87,0.181
K1III,-60.9813182147,62268,191.4085480686,4.69,1.049
G5II,24.2154455478,33927,105.6032520837,5.2,0.953
F6V,-56.1103933742,50493,154.6579507501,5.8,0.481
K0III,47.0072737385,6999,22.5254273412,5.27,0.999
F3IV/V,-69.9420166773,64390,197.9643378686,5.92,0.415
K5III,-1.905328915,36388,112.3277858186,5.6,1.493
F5IV/V,-32.0005384708,78665,240.8931619156,6,0.47
G8III,-18.8663230462,107188,325.6646132014,4.72,0.868
B4III,-35.4214519464,94986,289.9166418075,5.59,-0.122
K3IIICNpvar,-14.8728253665,79938,244.7517503064,5.97,1.475
B5V,-41.8922560247,94157,287.4902243449,5.86,-0.08
M0.5III,-7.0598290182,51046,156.4344633284,5.6,1.528
B1Vp + B2,-49.2449118549,38957,119.560155181,4.47,-0.18
F0IV,59.0387355257,48319,147.7473242929,3.78,0.291
G8III-IV...,-5.4157659281,95066,290.1371027897,4.98,0.937
F2Ib-II,-10.1250480435,92136,281.6805180735,5.69,0.584
G1IIIe,36.4252809151,117503,357.4206675941,5.86,0.806
B2.5V,36.9717212306,92728,283.431498453,5.58,-0.138
B8II-III,41.7168746922,102155,310.4854207327,5.68,-0.107
K0III-IV,-67.1965909601,84248,258.3244889627,5.87,1.07
A7IV,-57.7750639186,78662,240.8837150614,4.63,0.252
B2/B3V,-16.6180064625,29771,94.0320451996,5.97,-0.167
A1Ib,36.4547289997,101067,307.3349601764,5.9,0.407
K5III,-59.0413779243,82363,252.4464846971,3.77,1.562
G8III,-29.4629970121,43370,132.5092961609,5.86,0.948
K1IIIvar,-5.739114886,93429,285.4201133664,4.02,1.079
F0Vn,-41.3591132802,89099,272.7731726628,5.86,0.295
F4IV,-54.5499114838,12484,40.165053596,5.21,0.411
K1IV,77.6322759275,116727,354.8368708141,3.21,1.031
M3III,-37.7475754898,55763,171.3879053204,5.87,1.503
F5V,62.0785422014,99500,302.8954802517,5.7,0.53
A2V,64.8224112279,66798,205.3745517323,5.85,0.073
K3III,-27.7098444117,43409,132.6330140243,4.02,1.272
F3III,-31.5191211921,74604,228.6554967863,4.91,0.374
G8III,-38.3836863243,12608,40.5275283906,5.99,0.917
B5V,-36.050089559,37623,115.799928748,5.6,-0.13
B2IVnpe,-60.8244623001,38994,119.7106312341,5.77,-0.082
M0III,17.4094455779,63355,194.7310093836,4.76,1.568
G8III,-35.9769961761,24426,78.6201920492,5.75,1.009
K3II,-64.4044510528,117088,356.0501898981,5.73,1.393
G4III...,52.7624788996,13531,43.5644190069,3.93,0.758
F6V,-54.9657682366,43797,133.7990908482,5.7,0.481
K1III,-38.4216856581,3456,11.0504137605,5.9,1.144
A8m,7.6733257803,62267,191.4044081374,5.22,0.322
F0/F2V,-36.7556760748,78970,241.8175541987,5.72,0.298
M4III,42.792111038,24738,79.5654045136,5.55,1.492
A3m,55.3766269453,77370,236.9080275813,5.85,0.249
B3V,-0.4164911019,25028,80.3826814294,5.68,-0.125
G9III,18.2119631404,729,2.2601029019,5.57,1.043
A1Vn,64.9014658368,9564,30.7186521831,6,0.029
K0II/III,-76.869552311,116653,354.5995446738,5.99,0.907
B3IV,34.4529683686,96052,292.9430074844,4.74,-0.15
F3V,-15.9972368049,72603,222.671588495,5.15,0.401
K1III,3.6174940378,53807,165.1402025485,4.84,1.144
K3III,54.5851283873,53261,163.3935480023,5.12,1.355
F2III,26.9168804882,81729,250.402912516,5.92,0.402
F3V,-25.2741327141,13942,44.9007614465,5.69,0.427
Am...,55.1842426017,85819,263.0440405695,4.89,0.251
K0III...,-42.3059815091,2081,6.5710457122,2.4,1.083
A1Vn,43.3651379509,21928,70.7263613526,5.3,0.028
B2IV,3.0956744821,25473,81.7092848776,4.59,-0.199
F8V,-16.3294844856,22325,72.135554027,5.76,0.537
F8V,-51.8259529532,31079,97.826316812,5.58,0.534
A0V,-60.2813250776,30463,96.0576797698,5.78,-0.001
K0V,-56.1964001706,7751,24.948095935,5.76,0.88
K0III,-16.7292935186,77853,238.456408482,4.13,1.003
F2Iavar,26.0499905599,87747,268.8549539467,5.47,0.341
K0III,-23.4290856682,96760,295.0298575274,5.97,1.038
K1IV,14.4144801158,78132,239.3107162504,5.54,1.141
K1III,-18.2987834173,53740,164.9436029171,4.08,1.079
A0III,24.4529152301,44405,135.6844391147,5.45,-0.041
K5III,56.7414065893,45455,138.9574252537,5.28,1.568
A7V,-43.6798295343,2072,6.5508408939,3.93,0.175
M0III,11.3316563323,64607,198.6303485927,5.64,1.514
B0.2IV,-22.6217099275,78401,240.0833594207,2.29,-0.117
A0V,-46.9218298267,86552,265.3176703469,5.78,-0.004
G6IV,-45.8101001846,92367,282.3639344543,5.8,0.891
K0III-IV,-77.4844772781,40888,125.1605851652,4.34,1.161
F0IV,22.9602852884,85157,261.0274466846,5.7,0.229
K2III,25.6228685593,87194,267.204778017,5.09,1.141
M1III,-31.5982892724,102092,310.348576366,5.75,1.551
F8Iavar,57.4993821346,117863,358.595968343,4.51,1.19
F6IV,-11.3729400001,78727,240.0728300001,4.16,0.46
F0III,17.7291410576,27338,86.8591506289,5.47,0.301
K2III,-35.4829783889,23595,76.1016755729,4.55,1.177
A9IV,-60.4208902008,49164,150.5004010047,5.93,0.263
K2III,4.4234059683,27560,87.5544371612,5.96,1.361
A0Vn,29.310501365,50303,154.0601322178,5.49,0.02
K2III,4.5673028122,86742,265.8681379744,2.76,1.168
M0III,43.3124172936,112917,343.0084789561,4.95,1.559
K4III,50.2786310015,11313,36.4059279119,4.73,1.532
A0V,-32.1725392738,105140,319.484519882,4.71,0.07
M1.5,17.7555210896,33929,105.6063939511,5.96,1.518
K4III,-7.8275233306,56318,173.1980695512,5.94,1.38
K4III,-61.0788217678,18772,60.3256310766,4.97,1.386
A0V,-12.1231212522,21644,69.7231453716,4.99,0.074
K0III,-57.5231433349,90664,277.4864095168,5.74,0.987
B8V,-40.7073065065,26545,84.6813538334,5.81,-0.078
B5V,-37.933670014,37915,116.5439345557,5.87,-0.111
A3V,-37.2536548076,108294,329.0948743003,5.45,0.084
B8V,75.877562849,79280,242.7063550931,5.48,-0.093
K5/M0III,-69.4012583081,67664,207.9476255595,5.73,1.704
A1,24.7497183189,53417,163.9033235339,4.3,0.016
F4IV,6.8633211188,118268,359.8278734581,4.03,0.419
B9IV-V,35.2457070881,7943,25.5145427603,5.63,-0.059
A5III,34.9872969316,10064,32.3859452156,3,0.14
G5IV,27.720676251,86974,266.6146953811,3.42,0.75
A3Vn,-1.5073358983,30666,96.6649382286,5.87,0.07
B3IV:var,41.9533936979,112778,342.590728791,5.91,0.062
A2.5Va,-15.7249102262,84012,257.5945305214,2.43,0.059
A3IV:m,-24.1753095121,85340,261.5925671615,4.16,0.283
B1Ib,31.8836355204,18246,58.5330062533,2.84,0.271
M3III,-9.2759351201,107487,326.5677875546,6,1.629
K4III,77.5470679386,90647,277.4373666417,5.65,1.192
F2:V:,59.0473976933,39221,120.3365674098,5.78,0.421
A0V,-38.7336205478,75501,231.3342416754,4.6,0
B8V,-40.2115799837,71453,219.1838886071,5.74,-0.112
M5III,68.8803174638,100261,305.0250536757,5.59,1.472
A0V,-15.8125215499,87813,269.0793143637,5.93,0.024
F8V,56.8393572757,109572,332.9531983143,5.24,0.534
A1V,-30.4906972226,18723,60.169398351,5.93,0.036
K0III,-24.8063104802,70469,216.2026095353,5.34,0.962
F5V+...,-8.1803492632,88404,270.7704985532,4.77,0.41
F2III,-60.3119475195,11258,36.2246281076,5.36,0.395
F8V,6.6202197371,42172,128.9623942552,5.91,0.53
K5III,-69.9840432681,30321,95.6594768129,5.56,1.51
Am,-45.1731851665,78914,241.6226586324,4.73,0.23
A7Vn,26.677284484,71094,218.0842753997,6,0.23
M2III,27.8043808104,9132,29.4322673305,5.84,1.576
K0III,72.2526183039,47654,145.7382805819,5.15,1.029
B5V,-1.5496597674,18788,60.3835424432,5.28,-0.133
B8 Si,-50.9696515364,42177,128.9667797812,5.79,-0.132
A2Vnn,74.3936592418,14862,47.9844577508,4.85,0.035
G8IV,25.5073339507,40023,122.6132564654,5.73,0.825
A2Vn,53.6117990966,19949,64.179534762,5.2,0.052
K1V,20.2685044499,7981,25.6240080398,5.24,0.836
F0IV-V,21.4591525526,58858,181.0691587881,5.89,0.248
K5III,16.0456730211,24197,77.9231814306,5.18,1.525
B2IV-Ve,-42.4737317753,67472,207.4041207476,3.47,-0.17
A3V,24.4643928883,16664,53.6109372098,5.95,0.123
B5IV,-26.8038363028,37229,114.7077924266,3.8,-0.159
A1V,-18.666585985,22028,71.0332576374,5.53,0.025
K0III-IV,-4.9878988769,113184,343.7956721912,5.72,0.881
K4III,34.3359962593,75572,231.5724333784,5.46,1.41
K1III,-46.8800077069,65144,200.2404154515,5.76,1.106
B5V,-52.7234752239,43878,134.0802585636,4.68,-0.115
M0III,-22.6690479721,105576,320.7520615055,5.63,1.641
F2IV,15.5972323408,24010,77.4248128728,4.81,0.313
B8V,-27.0436169389,111954,340.1639165939,4.18,-0.105
